,p0q0
5336,-0.13971663
5337,-0.20110033
5338,0.31478488
5339,-0.8739516
5340,-0.07716184
5341,-0.1972315
5342,0.13868244
5343,-0.2697378
5344,-0.19095416
5345,-0.31708762
5346,0.581881
5347,-0.56717855
5348,0.09770693
5349,-0.48766124
5350,-0.8885235
5351,0.09716487
5352,-0.63448226
5353,-0.48504478
5354,-0.42833236
5355,-0.5585359
5356,-1.4908848
5357,0.23867546
5358,-0.7096793
5359,-0.8519641
5360,-0.24086535
5361,-0.63202214
5362,-0.054278385
5363,0.5211478
5364,1.0614833
5365,-0.6559492
5366,-0.20308782
5367,0.5919984
5368,1.0420947
5369,-0.596858
5370,-0.019375253
5371,-0.010151931
5372,0.904062
5373,-0.94700325
5374,-0.06565736
5375,0.15620108
5376,-0.79510874
5377,-0.3069681
5378,0.76225454
5379,0.81627905
5380,-0.8433315
5381,-0.2524881
5382,-0.8062311
5383,-0.12771441
5384,-1.1479362
5385,-0.46145216
5386,-0.862808
5387,0.50944906
5388,-1.1187309
5389,-0.42254964
5390,0.393401
5391,-1.3641158
5392,-0.08772862
5393,-0.99285436
5394,-0.46369547
5395,-1.078924
5396,-0.22116631
5397,-0.7902957
5398,-0.23290579
5399,-0.862808
5400,-0.109167814
5401,-0.5142896
5402,1.0767365
5403,-0.73714185
5404,-0.2996139
5405,-0.1775138
5406,0.4433565
5407,-0.64483243
5408,-0.7070234
5409,0.08200238
5410,0.6865366
5411,-0.8308073
5412,-0.23942776
5413,0.4748782
5414,0.26248285
5415,-0.6763681
5416,-0.10615111
5417,0.2980194
5418,1.1190706
5419,-0.68664294
5420,-0.27366766
5421,0.26584378
5422,-0.10326442
5423,0.34294125
5424,-0.3784095
5425,0.34202865
5426,-0.19038379
5427,0.17996922
5428,-0.21867473
5429,0.31558752
5430,-0.2661497
5431,0.23107032
5432,0.009340578
5433,0.35110834
5434,-0.28291577
5435,0.26221642
5436,0.3132748
5437,-0.28032193
5438,0.46858075
5439,0.101780534
5440,-0.4917193
5441,-0.39041865
5442,0.35316503
5443,-0.60107774
5444,0.35265782
5445,-0.122088976
5446,0.38829723
5447,-0.19231804
5448,0.34890267
5449,-3.0589025
5450,0.29854754
5451,-0.042727243
5452,0.26688072
5453,-0.29941276
5454,0.23516642
5455,-0.34056434
5456,0.17799598
5457,-0.33719096
5458,0.113857135
5459,-0.03327969
5460,0.1302818
5461,-0.19130462
5462,0.3151358
5463,-0.22252113
5464,0.18105133
5465,-0.2914117
5466,0.6579415
5467,-0.0051246756
5468,0.34434605
5469,-0.09484628
5470,0.249939
5471,0.12807435
5472,0.40559685
5473,-0.19642067
5474,0.21009716
5475,-0.17709208
5476,0.43874493
5477,-0.17471069
5478,-0.1867695
5479,-0.058507767
5480,-0.27509823
5481,-0.21287292
5482,0.07206001
5483,-0.09551453
5484,-0.19338702
5485,0.1417435
5486,-0.07538913
5487,-0.14898488
5488,-0.0039295494
5489,-0.09830191
5490,-0.31589127
5491,-2.289282
5492,0.0042118276
5493,-0.3745418
5494,0.818273
5495,-0.045367636
5496,-0.26036114
5497,0.25302073
5498,-0.4306395
5499,-0.5928038
5500,0.25742632
5501,-0.12916037
5502,-0.15332149
5503,-0.85181046
5504,0.023074824
5505,-0.039997853
5506,-0.16994843
5507,-0.73767555
5508,0.23410565
5509,-0.16737014
5510,-0.16111256
5511,-0.88217574
5512,0.52822
5513,-0.05508236
5514,0.06587256
5515,-0.514369
5516,0.088640526
5517,-0.02535563
5518,-0.10506496
5519,-0.7601261
5520,0.33684915
5521,0.030971885
5522,-0.12813036
5523,-0.47436503
5524,0.5588578
5525,-0.492734
5526,-0.15149418
5527,-0.20270315
5528,0.19124927
5529,-0.22913882
5530,-0.17379506
5531,1.0696907
5532,-0.2554986
5533,0.28813234
5534,0.059354328
5535,-0.5961129
5536,0.3391979
5537,-0.4188665
5538,-0.48937514
5539,-0.5722955
5540,-0.0932181
5541,-0.0093902955
5542,-0.32502764
5543,-0.34947875
5544,-0.5243603
5545,-0.30279338
5546,0.27870622
5547,-0.2909864
5548,-0.57465816
5549,-0.8888736
5550,-0.8871527
5551,-0.5420496
5552,-0.16994843
5553,-0.0995947
5554,1.532873
5555,0.6393145
5556,-0.09588366
5557,0.068473
5558,1.1162515
5559,0.46061367
5560,-0.10001693
5561,-0.27278084
5562,0.899912
5563,0.61107653
5564,-0.07067507
5565,-0.4427048
5566,-1.7110547
5567,0.48776826
5568,0.2407554
5569,-0.31039894
5570,1.7174664
5571,0.55840945
5572,-0.23028
5573,-0.51359934
5574,1.3183235
5575,0.7160119
5576,0.08393051
5577,-0.43194103
5578,1.2149233
5579,0.42762464
5580,0.03897289
5581,-0.15368177
5582,1.4904281
5583,0.33545902
5584,0.21390219
5585,-0.7237356
5586,0.80431634
5587,0.23006117
5588,-0.15703948
5589,-2.7249691
5590,1.6485741
5591,0.038258977
5592,0.12975429
5593,-0.06754591
5594,-1.1117188
5595,0.5553271
5596,0.40001354
5597,-0.08426176
5598,1.3256775
5599,0.20037366
5600,-0.11882926
5601,-0.7881236
5602,0.7526732
5603,0.48762658
5604,-0.10801978
5605,0.108654514
5606,-0.18903996
5607,-0.21981508
5608,1.6379111
5609,0.4940509
5610,0.06915827
5611,0.10196993
5612,1.7486296
5613,0.4318129
5614,-0.1070726
5615,-0.031705085
5616,1.7301939
5617,0.25217068
5618,0.18190703
5619,0.4122121
5620,0.22208723
5621,0.5221274
5622,-0.2514928
5623,0.012263833
5624,0.038124785
5625,0.08619465
5626,0.15592848
5627,-0.18083401
5628,0.2665573
5629,-0.6911001
5630,0.79458654
5631,-0.006953422
5632,0.1054491
5633,-0.8001017
5634,0.8211453
5635,0.45427608
5636,-0.06577911
5637,-0.60361135
5638,0.4594686
5639,0.15243198
5640,-0.042974316
5641,-0.6883386
5642,0.35397097
5643,-0.092066154
5644,0.045948185
5645,-0.662698
5646,0.43743923
5647,-0.05564616
5648,0.071650654
5649,-0.6990171
5650,0.28389883
5651,0.031816684
5652,0.23755364
5653,-0.9750014
5654,0.26170778
5655,-1.4519916
5656,-0.20944454
5657,-0.3775006
5658,0.38758814
5659,-0.24268444
5660,0.023034789
5661,-0.6055886
5662,0.2749743
5663,0.119855374
5664,-0.13694385
5665,-0.6847355
5666,0.30177954
5667,-0.25944188
5668,-1.2226219
5669,0.32617658
5670,0.12867676
5671,0.16563064
5672,-1.4849142
5673,0.3529278
5674,0.07909754
5675,0.22731972
5676,-0.96237725
5677,-2.466067
5678,-0.024163695
5679,0.29609013
5680,-1.0961066
5681,-0.020001486
5682,-0.4578755
5683,1.4558749
5684,-2.020755
5685,0.031005422
5686,-0.9256317
5687,1.2911052
5688,-1.5339847
5689,-0.109282844
5690,-0.5551854
5691,1.7335881
5692,-1.553006
5693,-0.17462948
5694,-0.81536406
5695,1.2987456
5696,-1.5338767
5697,-0.53799415
5698,-0.50909454
5699,-0.57766515
5700,-2.0663667
5701,-0.1457304
5702,1.4460901
5703,-1.5795373
5704,-0.88156223
5705,0.10518797
5706,0.061123297
5707,-0.028692776
5708,-0.76529753
5709,2.0810318
5710,-1.7908571
5711,0.40393835
5712,-0.4178015
5713,-3.7768042
5714,-1.8308192
5715,-1.7197993
5716,1.3421923
5717,0.38118732
5718,-0.09593975
5719,-0.4578755
5720,1.8210093
5721,-1.9397687
5722,0.11178442
5723,-0.4680002
5724,2.1593485
5725,-1.6328129
5726,0.12981059
5727,-0.76644945
5728,2.3639545
5729,-1.4550736
5730,-0.12429139
5731,-0.6731208
5732,1.2501807
5733,-1.1304885
5734,-0.5498715
5735,-0.42332137
5736,1.2886971
5737,-1.6333786
5738,0.028466886
5739,-0.6531209
5740,1.2551291
5741,-1.7686331
5742,0.13475157
5743,0.19034228
5744,0.011745703
5745,-0.44061735
5746,0.19087014
5747,0.13793114
5748,-0.7945166
5749,-0.27177995
5750,0.10164041
5751,0.2070196
5752,-0.25622636
5753,0.15065432
5754,0.2214041
5755,-0.31648418
5756,0.1709851
5757,0.021452023
5758,-0.0060190707
5759,0.17330915
5760,0.044404417
5761,0.63149935
5762,-0.24239947
5763,-0.38238302
5764,-0.3793219
5765,-0.5009935
5766,-0.12740098
5767,-0.49650097
5768,-0.2191229
5769,-0.27884287
5770,-0.11497485
5771,-0.18533462
5772,-0.352594
5773,-0.95399475
5774,-0.60174024
5775,-0.22333367
5776,0.011911722
5777,-0.30262434
5778,-0.11264836
5779,-0.30935535
5780,-0.31376156
5781,-0.32293206
5782,-0.268955
5783,-0.5174893
5784,-0.04030512
5785,0.02663712
5786,-0.33022985
5787,-0.6350946
5788,-0.13925311
5789,-0.43020076
5790,-0.6201393
5791,-0.63708764
5792,-0.1551434
5793,-0.29596382
5794,-0.16217256
5795,-0.18825531
5796,-0.054458864
5797,-0.37690234
5798,0.38033888
5799,0.47095296
5800,0.36661848
5801,-1.6231031
5802,0.34340766
5803,0.30939975
5804,-0.7657771
5805,0.3899533
5806,0.36942956
5807,0.33973858
5808,-0.77172357
5809,0.17754647
5810,0.6391211
5811,0.2847496
5812,-0.5011668
5813,-0.5903227
5814,-0.3889112
5815,-0.035556182
5816,-0.49587905
5817,-0.54288936
5818,-0.809307
5819,0.43185222
5820,-0.57837206
5821,-0.37922016
5822,-0.6833471
5823,-0.0044214786
5824,-0.6433243
5825,-0.44152164
5826,-0.06787429
5827,0.3970918
5828,-0.40179136
5829,-0.41275957
5830,-0.6270615
5831,-0.04772929
5832,-0.7495883
5833,-0.3598446
5834,-0.441491
5835,0.08317144
5836,-0.554407
5837,-0.3711954
5838,-0.45420128
5839,0.017760083
5840,-0.40797386
5841,0.19954209
5842,-0.25825274
5843,0.21841261
5844,-0.0024829106
5845,-0.1861549
5846,-0.4183585
5847,-0.17445755
5848,-0.25823087
5849,-0.47623944
5850,0.13804692
5851,-0.51184326
5852,-0.5780354
5853,0.7990503
5854,-0.6850886
5855,-0.6333368
5856,0.5675335
5857,-0.5701021
5858,-1.2527746
5859,0.6106114
5860,1.4398966
5861,-0.6405841
5862,-0.97583395
5863,0.15997306
5864,0.95825607
5865,-0.77557653
5866,-0.108433455
5867,0.5326308
5868,1.3818556
5869,-0.63079685
5870,0.064708464
5871,0.46001953
5872,0.9820849
5873,-1.1902977
5874,-0.46448225
5875,0.14816476
5876,0.8873057
5877,-0.6533528
5878,-0.14145367
5879,0.24424292
5880,0.9248841
5881,-0.58649135
5882,-0.3272694
5883,0.30635437
5884,0.7116056
5885,-0.4913673
5886,-0.17416249
5887,0.3263017
5888,0.64971924
5889,-0.63001883
5890,-0.31696126
5891,0.63153803
5892,0.96432644
5893,0.13056517
5894,0.3333129
5895,0.40559036
5896,-0.59713924
5897,-0.96868765
5898,-0.52890694
5899,0.11884458
5900,-0.64694387
5901,-0.6698024
5902,-0.411443
5903,-0.048264135
5904,-0.4260592
5905,-0.47319883
5906,-0.87112886
5907,-0.7884361
5908,-0.17200062
5909,0.15922704
5910,-0.053471506
5911,0.6196558
5912,-0.061431997
5913,0.2913364
5914,-0.044228524
5915,0.5571521
5916,-0.08441665
5917,0.12776642
5918,0.046220094
5919,0.37622666
5920,-0.16652262
5921,0.24357907
5922,0.046220094
5923,0.6235992
5924,0.062245157
5925,0.34378076
5926,-0.10622781
5927,0.44422
5928,-0.18451394
5929,0.399024
5930,0.0004489643
5931,-0.0051052743
5932,-0.27472243
5933,0.26242906
5934,0.003589691
5935,-0.08949403
5936,-0.0738896
5937,0.07780525
5938,-0.18858361
5939,0.29683062
5940,0.45375252
5941,0.09055137
5942,0.16603476
5943,-1.4878105
5944,0.3268045
5945,0.22574912
5946,-1.527137
5947,-1.2335885
5948,0.3827361
5949,-0.23702008
5950,0.06590448
5951,0.059857264
5952,-0.5746555
5953,0.8176546
5954,0.21535331
5955,-0.27629757
5956,0.19516848
5957,-0.0010929625
5958,-0.42304885
5959,0.34375897
5960,-0.09859298
5961,-0.6934268
5962,0.03399355
5963,-0.36652362
5964,0.090327024
5965,0.3448205
5966,-0.34391737
5967,0.29830298
5968,0.00014656807
5969,-0.25522983
5970,0.24083285
5971,0.20669101
5972,-0.24284104
5973,0.16604407
5974,-0.07162483
5975,-0.09206868
5976,0.61238456
5977,-0.11726797
5978,-0.4075663
5979,0.16039471
5980,-0.53474057
5981,-0.89223576
5982,-0.28648904
5983,-0.587649
5984,-0.5985808
5985,-0.42889354
5986,-0.55131835
5987,-0.7003074
5988,-0.4280259
5989,-0.7906516
5990,-0.12276208
5991,-1.2864003
5992,-0.5845004
5993,-0.03684219
5994,-1.1031799
5995,-0.76197135
5996,-0.30996606
5997,-0.5795655
5998,0.017597957
5999,0.008675295
6000,-0.20086773
6001,1.6897373
6002,0.6112871
6003,-0.010985016
6004,-0.36639756
6005,1.2968258
6006,0.5418219
6007,0.08528483
6008,0.22587931
6009,1.4066294
6010,0.49435386
6011,-0.23630819
6012,0.073194325
6013,1.5020111
6014,0.62232023
6015,0.08768003
6016,0.07523655
6017,1.0569962
6018,0.64667207
6019,0.14822082
6020,1.3035556
6021,0.62641615
6022,0.12777641
6023,-0.2221048
6024,1.462295
6025,0.63677347
6026,0.16872874
6027,-0.37768546
6028,-12.617727
6029,-0.4626065
6030,-16.171055
6031,-3.207475e-05
6032,-3.8827677
6033,-0.40707526
6034,-0.6524873
6035,-0.791682
6036,-0.41546023
6037,0.23543556
6038,-0.17854087
6039,-0.84718174
6040,-0.29474458
6041,0.015568714
6042,-0.06064835
6043,-0.63530356
6044,-0.17290895
6045,0.23358512
6046,-0.15163063
6047,-0.59603804
6048,-0.21033266
6049,0.31329483
6050,-0.09520544
6051,-0.31467122
6052,-0.21407387
6053,0.2548263
6054,-0.03869197
6055,0.0856532
6056,0.08234912
6057,-0.21622333
6058,-0.9411845
6059,-0.104076356
6060,-0.7049793
6061,-0.0833845
6062,0.21166363
6063,-1.0104938
6064,-0.39117497
6065,-1.4947355
6066,-0.33005384
6067,-1.6734636
6068,-0.179434
6069,-1.2276332
6070,-0.10229602
6071,-4.725415
6072,0.17260538
6073,0.60013056
6074,-0.9974567
6075,-0.14322264
6076,-1.1825343
6077,0.040921725
6078,0.19389036
6079,0.017419634
6080,0.2739213
6081,-0.7807895
6082,0.50508314
6083,0.20137857
6084,0.051988464
6085,-0.9006709
6086,0.24899085
6087,-0.11027908
6088,0.29619423
6089,-0.85646784
6090,0.42163318
6091,0.08541963
6092,0.028656209
6093,-0.61307925
6094,-0.35210302
6095,-0.90965134
6096,0.115702346
6097,-0.03268362
6098,1.7648776
6099,-1.5896939
6100,0.47337374
6101,-0.4272086
6102,1.2598524
6103,-1.3600271
6104,0.06515553
6105,-0.43439063
6106,1.0996261
6107,-1.6128492
6108,0.012870317
6109,-0.8056254
6110,1.84063
6111,-1.0122147
6112,-0.28192112
6113,-0.2410847
6114,1.2749615
6115,-1.501403
6116,-1.1886896
6117,-0.6839791
6118,1.3388354
6119,0.101615146
6120,-1.0188835
6121,2.113871
6122,-1.2889841
6123,-1.2256734
6124,0.08902313
6125,0.23598565
6126,-0.8783098
6127,1.7377592
6128,-1.580992
6129,0.061132763
6130,-0.6075649
6131,1.6322722
6132,-1.0956724
6133,-0.44282478
6134,-0.17913102
6135,1.4681166
6136,-1.2408017
6137,-0.9195761
6138,-0.15370597
6139,-0.21678051
6140,-0.05317692
6141,-0.30624238
6142,-0.2792293
6143,0.20062579
6144,-0.13414504
6145,0.10477742
6146,0.049645036
6147,0.25777936
6148,-0.114225544
6149,-0.03474583
6150,-0.7239739
6151,0.2754875
6152,0.027343336
6153,0.46896198
6154,-0.2932215
6155,0.006081645
6156,0.026653372
6157,-0.23369446
6158,0.033093832
6159,-1.3934091
6160,0.22138055
6161,0.3500464
6162,-0.6613767
6163,-0.38064978
6164,0.010591138
6165,0.0403633
6166,-0.33370754
6167,-0.27184466
6168,0.17759025
6169,0.1753574
6170,-0.6555235
6171,0.012602259
6172,-0.5768052
6173,0.15593868
6174,0.8491544
6175,0.07553018
6176,0.3623762
6177,-0.3525684
6178,-0.21585958
6179,0.1657774
6180,0.94708943
6181,0.02071327
6182,0.029961824
6183,0.23059843
6184,0.21296015
6185,0.25714582
6186,0.23026662
6187,-2.15748
6188,-0.06752048
6189,0.16551754
6190,0.22798681
6191,-1.1078728
6192,0.71235096
6193,-0.20814975
6194,-1.3051306
6195,0.07793778
6196,0.79507977
6197,0.101903304
6198,-0.5088319
6199,-0.86959094
6200,-0.8009564
6201,0.5041779
6202,-0.30396473
6203,-0.763519
6204,-0.68580073
6205,0.072385736
6206,-0.56082726
6207,-1.1290554
6208,-0.5040769
6209,-0.7129869
6210,-1.0328939
6211,-0.015163513
6212,-0.23466241
6213,-1.2020923
6214,-1.4278737
6215,0.53834796
6216,0.0030754213
6217,-0.04319745
6218,0.7791766
6219,-0.1410497
6220,-0.18752074
6221,0.5690477
6222,-0.17189656
6223,-0.053471506
6224,0.47978422
6225,0.020594953
6226,-0.24518886
6227,0.14796384
6228,-0.14311709
6229,-0.12052519
6230,0.78313154
6231,0.08332428
6232,-0.12041032
6233,0.4708844
6234,-0.06537072
6235,0.057793997
6236,0.45994356
6237,-0.16689242
6238,-0.60161054
6239,-0.58600324
6240,-0.5540834
6241,-0.5779604
6242,0.495932
6243,-0.93684274
6244,-0.51906526
6245,0.5028249
6246,-0.7545627
6247,-0.47154608
6248,0.26462156
6249,-0.5694397
6250,-0.23443137
6251,-0.400849
6252,-0.24855855
6253,-0.08360052
6254,-0.07632857
6255,-0.1812419
6256,0.06200105
6257,-0.113573566
6258,-0.32570043
6259,-0.21525943
6260,0.049396686
6261,0.15663019
6262,0.21146819
6263,-0.20356558
6264,0.015995156
6265,-0.9819246
6266,0.60726213
6267,-0.8060394
6268,-0.6751103
6269,0.37092835
6270,-0.672469
6271,-0.43614623
6272,0.308152
6273,-1.0819861
6274,-0.2914786
6275,0.57881325
6276,-0.62033725
6277,-0.39378476
6278,0.49729076
6279,-0.57810944
6280,-0.7112639
6281,0.4451636
6282,-0.33449736
6283,-1.172453
6284,-0.63634
6285,-0.6878352
6286,-0.9229116
6287,-1.3442155
6288,-1.7597162
6289,-0.82179415
6290,-1.4656863
6291,0.26706505
6292,-0.64523506
6293,-1.4759007
6294,0.44046497
6295,-1.2891132
6296,0.49317697
6297,-0.7520951
6298,-0.5341025
6299,-0.3889112
6300,0.30408907
6301,-0.65347314
6302,-0.37682408
6303,-0.2464377
6304,0.018208176
6305,-0.65751094
6306,-0.43657017
6307,-0.510068
6308,0.1332512
6309,0.4728286
6310,-0.8065681
6311,0.16755241
6312,-0.445933
6313,-0.53955793
6314,-0.37108827
6315,0.07364914
6316,-0.51026475
6317,-0.5394804
6318,-0.23707047
6319,0.056887742
6320,-0.6748959
6321,-0.4348038
6322,-0.30214396
6323,0.056353547
6324,-0.63256115
6325,-0.48565945
6326,-0.40697932
6327,-0.17370626
6328,-0.59713924
6329,-0.47748834
6330,-0.5840894
6331,0.0054652784
6332,-0.04940126
6333,0.2989955
6334,-0.20136581
6335,0.4209656
6336,-0.09865103
6337,0.5450247
6338,-0.053178575
6339,0.4545299
6340,-0.07036879
6341,0.37054697
6342,-0.045541953
6343,0.7169099
6344,-0.24248104
6345,0.47321618
6346,-0.73163897
6347,-0.6144424
6348,-0.44932067
6349,-0.93905586
6350,-2.5751953
6351,0.22042978
6352,-0.44037658
6353,-0.42178023
6354,-0.45748258
6355,0.07597544
6356,-0.50986075
6357,-0.4179918
6358,-0.31251866
6359,0.10587884
6360,-0.63004905
6361,-0.337197
6362,-0.28182337
6363,0.15319042
6364,-0.41721046
6365,-0.480113
6366,-0.44770387
6367,0.10482757
6368,-0.5072206
6369,-0.5100291
6370,-0.31875372
6371,0.067979395
6372,-0.34778512
6373,0.45669618
6374,-1.6348863
6375,0.41337034
6376,-0.43419468
6377,-0.46347615
6378,-0.28715646
6379,0.24928656
6380,-0.009301442
6381,0.47558838
6382,-0.3197929
6383,-0.10690692
6384,-0.11510438
6385,0.4989706
6386,-0.5962329
6387,0.0691398
6388,-0.5844136
6389,-0.24256252
6390,-0.33541802
6391,0.11481228
6392,0.16023181
6393,-0.05609606
6394,-0.4592664
6395,-0.053143006
6396,-0.45157027
6397,0.023917196
6398,-0.32808405
6399,0.6450814
6400,-0.5231697
6401,-0.47748834
6402,0.55307674
6403,-0.48260865
6404,-0.6013503
6405,0.48129377
6406,-0.39951012
6407,-0.47453034
6408,0.37354627
6409,-0.508844
6410,-0.44152164
6411,-0.17235395
6412,-0.33275148
6413,-0.6054305
6414,-0.94565064
6415,-0.5986694
6416,-0.6165027
6417,-0.17478257
6418,-0.6562362
6419,0.08534227
6420,0.56361043
6421,0.48927054
6422,-0.4654416
6423,-0.48181376
6424,0.5555477
6425,0.87108743
6426,-0.5161451
6427,-0.5748497
6428,0.67100424
6429,0.6521178
6430,-0.72845846
6431,-0.2920674
6432,0.5240025
6433,0.65622306
6434,-0.5453918
6435,-0.09535353
6436,0.38807327
6437,0.6596188
6438,-0.5845004
6439,-0.44876778
6440,0.21283028
6441,0.62867755
6442,-0.6249173
6443,-0.45699656
6444,0.35323787
6445,0.6237515
6446,-0.78096116
6447,-0.40344825
6448,0.52667266
6449,1.264669
6450,-0.48478147
6451,-0.57402
6452,-0.5453918
6453,-0.340194
6454,-0.49758905
6455,-0.3247756
6456,-0.7811397
6457,-0.17974266
6458,-0.634345
6459,0.042718057
6460,-1.5274493
6461,-0.74185085
6462,-0.19687955
6463,-0.68163145
6464,-0.85641277
6465,-0.95169306
6466,0.11253405
6467,-0.900505
6468,-1.0007892
6469,-0.7474784
6470,-1.1761954
6471,0.6511734
6472,-0.6469411
6473,-0.2911904
6474,-0.7050701
6475,-0.12248039
6476,-2.1537285
6477,-5.319283
6478,0.5983387
6479,0.015918983
6480,-0.1435278
6481,0.049373858
6482,-0.4557016
6483,-0.57367307
6484,-0.53009945
6485,-0.039856076
6486,-0.28980565
6487,-2.1158273
6488,-0.6763158
6489,-0.5957761
6490,0.16022074
6491,0.9055458
6492,-0.55131835
6493,-0.046742678
6494,0.4708844
6495,-0.1705128
6496,0.39982432
6497,-0.18395436
6498,0.4987705
6499,-0.14955746
6500,0.24345359
6501,-0.04940126
6502,0.42519006
6503,-0.1859856
6504,0.46302482
6505,-0.043892987
6506,0.36170775
6507,-1.8368425
6508,0.35812557
6509,0.0657195
6510,0.50424314
6511,-0.18798181
6512,0.33792585
6513,-0.11379717
6514,0.48323464
6515,-0.17189656
6516,0.34850803
6517,-0.03947112
6518,0.49742037
6519,-0.14108281
6520,0.28519
6521,0.047575437
6522,0.47114438
6523,0.060286615
6524,0.3202644
6525,-0.06784975
6526,0.42519006
6527,-0.097779945
6528,0.34378076
6529,0.0155495815
6530,0.60214776
6531,0.3409282
6532,0.28312624
6533,0.4557329
6534,-0.06513372
6535,0.34850803
6536,0.07521006
6537,0.44582283
6538,0.12551045
6539,0.09937777
6540,0.028997812
6541,0.5287682
6542,-0.008026715
6543,0.34846044
6544,-0.07792307
6545,0.544544
6546,0.16527206
6547,0.41634881
6548,-0.19559252
6549,0.3002557
6550,-0.027794372
6551,-0.10147135
6552,0.48323464
6553,0.2521919
6554,-0.029029924
6555,0.46829924
6556,-0.2798426
6557,0.37219155
6558,-0.13214125
6559,0.45346162
6560,-0.17821716
6561,0.21628857
6562,-0.04944555
6563,0.41257992
6564,0.3890382
6565,0.25388208
6566,-0.17713328
6567,0.5436729
6568,-0.122146815
6569,0.3175989
6570,-0.06622973
6571,-0.64680403
6572,1.110787
6573,-0.06924164
6574,-0.6080693
6575,0.83648974
6576,0.04425343
6577,-0.31018332
6578,0.08262743
6579,-0.17152007
6580,-0.2406982
6581,0.34983492
6582,0.054667637
6583,-0.39937234
6584,0.1183455
6585,-0.009060942
6586,-0.40544826
6587,-0.08688898
6588,0.033494588
6589,-0.31863204
6590,0.1281613
6591,-0.10077771
6592,-0.37420484
6593,0.42067918
6594,0.01864687
6595,-0.34626177
6596,0.20338367
6597,-0.048230782
6598,-0.28809687
6599,0.04104162
6600,0.092801355
6601,-0.61261386
6602,0.3482536
6603,-0.030510325
6604,-0.014895644
6605,0.15626043
6606,0.2181422
6607,-0.08090495
6608,-0.13802254
6609,-0.3493267
6610,0.4759766
6611,-0.27893516
6612,-0.04151338
6613,-0.22707668
6614,0.36722958
6615,-0.058212876
6616,0.091849044
6617,-1.0222592
6618,0.08816085
6619,-0.05648264
6620,0.04727745
6621,-0.48327166
6622,0.227762
6623,-0.30227152
6624,-0.013782499
6625,0.3252897
6626,0.11949781
6627,-0.039925784
6628,-1.4465355
6629,-1.0044539
6630,-0.0061615347
6631,0.26142168
6632,-0.43793797
6633,-4.931085
6634,0.50503826
6635,0.11240122
6636,-0.16094571
6637,-0.72034496
6638,0.29949474
6639,-0.38972935
6640,0.058412116
6641,-0.87714803
6642,0.50849473
6643,0.44011092
6644,-0.21715997
6645,0.40675744
6646,0.08569916
6647,0.07037143
6648,1.0570328
6649,0.065210916
6650,-0.15849155
6651,-0.05210911
6652,-0.0037233059
6653,-0.28081024
6654,0.27186975
6655,-0.69040936
6656,-0.9494506
6657,-0.31131518
6658,-2.0330324
6659,-1.614585
6660,-0.037476655
6661,-0.33051118
6662,-0.19019707
6663,0.21831396
6664,-0.5406227
6665,-6.6295714
6666,-0.19270866
6667,-2.4402008
6668,-1.6601051
6669,-4.9479294
6670,-0.5262209
6671,-0.88678396
6672,-1.7900726
6673,-5.577975
6674,-0.9803423
6675,0.15945126
6676,-0.8656173
6677,-0.6068992
6678,-0.98331666
6679,0.15687932
6680,0.012105767
6681,1.1659586
6682,0.56162614
6683,0.10657455
6684,-0.48877808
6685,1.146051
6686,0.44323814
6687,0.04040034
6688,0.028807057
6689,1.1411126
6690,0.6225648
6691,0.10010232
6692,-0.41990075
6693,1.2898246
6694,0.6074705
6695,0.06519872
6696,-0.1916734
6697,1.346487
6698,0.5657582
6699,0.053134575
6700,-0.2937995
6701,1.2530895
6702,0.5877881
6703,0.27440643
6704,-0.35982582
6705,1.5220795
6706,0.6280455
6707,0.39522827
6708,-0.083577886
6709,0.2568129
6710,0.042769484
6711,1.0245335
6712,0.28199148
6713,0.47528407
6714,-0.88801986
6715,1.3502053
6716,-1.0459485
6717,0.28709763
6718,0.03354936
6719,1.3303505
6720,0.5681866
6721,0.107540816
6722,0.07940667
6723,1.5136884
6724,0.5602746
6725,-0.28898907
6726,-0.13949414
6727,1.4584942
6728,0.17725374
6729,-0.13911328
6730,-0.49971306
6731,1.2122343
6732,0.5437133
6733,-1.0495633
6734,-0.19069265
6735,0.19329669
6736,0.23844598
6737,-0.5694066
6738,1.186324
6739,-0.824332
6740,0.040437035
6741,-0.48999837
6742,1.2930293
6743,0.69871634
6744,0.18763861
6745,-0.2992333
6746,1.3878154
6747,0.65669954
6748,-0.03166105
6749,-0.043164343
6750,1.016348
6751,0.58134115
6752,0.4087023
6753,0.08151476
6754,1.4061548
6755,0.5893699
6756,0.19030851
6757,-0.033160098
6758,1.2602485
6759,0.5447045
6760,0.18458849
6761,0.714352
6762,0.28520983
6763,0.6537704
6764,0.41144028
6765,0.44591278
6766,0.013730363
6767,0.06281514
6768,-0.22508794
6769,-0.12745194
6770,-0.23281549
6771,-0.17519571
6772,0.41893035
6773,0.10220351
6774,0.18344723
6775,-0.6880996
6776,0.15769537
6777,0.16080844
6778,0.07091343
6779,-0.5190845
6780,0.42115495
6781,0.10304173
6782,0.13670386
6783,-0.46456102
6784,0.9995739
6785,0.13928294
6786,0.2219606
6787,-0.5358922
6788,-1.7203254
6789,0.07677069
6790,0.1143915
6791,-0.7714909
6792,0.20494935
6793,0.097323745
6794,0.12888753
6795,-0.53296965
6796,0.30872482
6797,0.094509654
6798,0.104933545
6799,-0.3997801
6800,0.13496342
6801,-0.021905007
6802,0.07455203
6803,-0.85582983
6804,0.49251765
